Txhash,Blockno,UnixTimestamp,DateTime,From,To,Quantity,Method
0xe7a2cb9dd42dc9a364faae6ae61402e796f2ebb77583611d50ea3c810e19a3a9,12754595,1637250754,11/18/21 15:52,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xdb6f1920a889355780af7570773609bd8cb1f498,109.8669563,Swap
0xe7a2cb9dd42dc9a364faae6ae61402e796f2ebb77583611d50ea3c810e19a3a9,12754595,1637250754,11/18/21 15:52,0xdb6f1920a889355780af7570773609bd8cb1f498,0xc590175e458b83680867afd273527ff58f74c02b,109.8669563,Swap
0xe7a2cb9dd42dc9a364faae6ae61402e796f2ebb77583611d50ea3c810e19a3a9,12754595,1637250754,11/18/21 15:52,0xc590175e458b83680867afd273527ff58f74c02b,0x27b6ef277bc62707397b2217d8cc3bfdfc31f3df,109.8669563,Swap
0xac09dede3c2cbea429fdf2db33ce2ab7c92f495f3b7935f3d600097f933a5e07,12754596,1637250757,11/18/21 15:52,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x572032a876224a8ff33c8fb77748bba8a2d8c975,65.75689768,Swap Exact Tokens For Tokens
0xca0eeb3711b5592dbb777e6d62c76042a4614a60397bf472b9f3bb879dbbcd81,12754598,1637250763,11/18/21 15:52,0x9c3bacade6bbe81a6238110a28628512abf4ec4a,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,999.8558855,Swap Exact Tokens For ETH
0x4a0c320af9b2e2e8b66b2415234e3c4d7eb897b842c847194d496e904cdb3324,12754598,1637250763,11/18/21 15:52,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xa8fe2b938ee89cdc2ebdf0bc136a30dd29d8ff25,551.6321394,0xa56aeb38
0xb65732f7e96f0c47b82be3f85003b49c9d7114bc594731d489259f1a915d5a1c,12754601,1637250773,11/18/21 15:52,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x1e58856e2ff0d75645c497826001c9035008ca0f,39.6822878,Swap Exact Tokens For Tokens
0x0b8d55a8ca7029019dd744b7a76ccb716eb260f83836360698f929e755dc7e2c,12754601,1637250773,11/18/21 15:52,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x7828f5c26cef026fb5d2e984411328470a21816f,657.9706322,Swap Exact Tokens For Tokens Supporting Fee On Transfer Tokens
0x05b847bda368b02a6dd4e801a8b64094c2cd68d84ae16d63493b53f516778326,12754603,1637250779,11/18/21 15:52,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0x9fe9986144655376e8f712e757e135492d6aefe7,999.854856,0x3070b98d
0xbebd7a4f78cb1c27004236a3ff1c3df38657f3dfd26efa43fb49ad8bba81d505,12754603,1637250779,11/18/21 15:52,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x8e30dc2aef957b1f7dd67b1b7bc651ffe7e17a06,651.555979,Swap Exact Tokens For Tokens Supporting Fee On Transfer Tokens
0x98a6ec48c2b01c7164a567c9025c04bcf5038f4afb0cb0d050a59a3ba1a6a8cb,12754603,1637250779,11/18/21 15:52,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x10f26c245a4345f752d437f020a92f34f6447d33,284.9182091,Swap Exact ETH For Tokens
0x812d159926616ea6334ffbf84328e8cf04264b2e53a94ea4006b8a0178e24da8,12754604,1637250782,11/18/21 15:53,0x647ea2a0ca259c8f6f70c47dd32f9b73f4ccfa29,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,999.854856,Swap Exact Tokens For Tokens
0x725c0e469d1db05629bd73d753558ec710f16e0f5999a48991d5775e35a24b7f,12754604,1637250782,11/18/21 15:53,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x3790c9b5a9b9d9aa1c69140a5f01a57c9b868e1e,251.6497539,0x7c025200
0x725c0e469d1db05629bd73d753558ec710f16e0f5999a48991d5775e35a24b7f,12754604,1637250782,11/18/21 15:53,0x3790c9b5a9b9d9aa1c69140a5f01a57c9b868e1e,0x1111111254fb6c44bac0bed2854e76f90643097d,251.6497539,0x7c025200
0x725c0e469d1db05629bd73d753558ec710f16e0f5999a48991d5775e35a24b7f,12754604,1637250782,11/18/21 15:53,0x1111111254fb6c44bac0bed2854e76f90643097d,0x231919835aa6c37092ba56200e477a39d31f25b2,251.6497539,0x7c025200
0xaf94ff1296b8ebf29bb96ba49011958017124eea7663f9d15b377bc15e97fe6a,12754613,1637250811,11/18/21 15:53,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0x0218ea910135779376cf06be2d1d5c19c641aa0c,999.84456,0x3070b98d
0xe0080dff24a215992e2f9bc5f200974463414617a45bc902d09555793cb22b69,12754616,1637250823,11/18/21 15:53,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x3790c9b5a9b9d9aa1c69140a5f01a57c9b868e1e,144.4358586,0x7c025200
0xe0080dff24a215992e2f9bc5f200974463414617a45bc902d09555793cb22b69,12754616,1637250823,11/18/21 15:53,0x3790c9b5a9b9d9aa1c69140a5f01a57c9b868e1e,0x1111111254fb6c44bac0bed2854e76f90643097d,144.4358586,0x7c025200
0xe0080dff24a215992e2f9bc5f200974463414617a45bc902d09555793cb22b69,12754616,1637250823,11/18/21 15:53,0x1111111254fb6c44bac0bed2854e76f90643097d,0x16b0e4ad0b7287341e8436f335b558d168dd0985,144.4358586,0x7c025200
0x36ff17b7ad83c028d88cbf349bed4b15763a70a484c7b003678b7cdd7d7d9201,12754617,1637250826,11/18/21 15:53,0x76e69e2a46266709a495cd70255f0a533659df91,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,999.856,Swap Exact Tokens For Tokens
0x1c2f48a8636f8ebfaff1c0a4f49c3306c22d3c6fe81f69624738be61d6e87b16,12754617,1637250826,11/18/21 15:53,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xb12130225a4c240fa4b703dadf8ee923ec1a0635,406.627474,0x1de9c881
0x39f781bfc3767f3f29668f0b883cad17696c09649deb75e0c94c892066bafe28,12754617,1637250826,11/18/21 15:53,0xe0ea08d669deb5ccbe3df4cafdd55b201c6d3222,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,600,Swap Exact Tokens For ETH
0x56efa3cab9e16828884b7991dc58f8878a8021a745af1c807d21642c76b5352f,12754624,1637250855,11/18/21 15:54,0x1ee24aaed93f8f8660c96b06ec4fbbf4d481f45e,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,999.84456,Swap Exact Tokens For Tokens
0x9b95e20decdacb368a8d336adbec0cf5bea897259b281519b2717d5916642008,12754624,1637250855,11/18/21 15:54,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xd2c0d0251a6e074e0ad3e6edf1c3f859e52b9b92,827.4477975,0xa56aeb38
0xc84049e0fda0cc132109f53cd2834d795360d632873ae23d12d201ec877c1647,12754625,1637250858,11/18/21 15:54,0xcd7699066597dd689118ad411b7b2af2f46396fd,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,117.2179416,Swap Exact Tokens For Tokens
0x258cb3ef38c210ff9b87f393924f2340ec4e9dee9a3c8733e0d3e4aa6f09fb49,12754627,1637250864,11/18/21 15:54,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xb12130225a4c240fa4b703dadf8ee923ec1a0635,324.5576922,0xf98a9e41
0xa515063d3ea4cd76d48a1387ce2e0c86d384826c5c43da72f4e71426043cdef7,12754631,1637250877,11/18/21 15:54,0x97a6c7de4e7bcbbb9262c63f60893d2d223fe3ea,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,"1,999.34",Swap Exact Tokens For Tokens
0x4b06202c5ee1d5a23bea765cae62789637898340623b51f74be4a153f7762585,12754631,1637250877,11/18/21 15:54,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xd2c0d0251a6e074e0ad3e6edf1c3f859e52b9b92,"1,148.96",0xa56aeb38
0x93f13baf1f71302b72ee4f92fec38e284fbb86146d7369f2197c4c02483621ad,12754633,1637250884,11/18/21 15:54,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x1766f21f6581ae7410dd7d481c384b2b70bcc42e,563.6136028,0x36946015
0xf142438ed8e9846830d0c8471327922c8ab54bd2928e03cc7344f253a014c6ae,12754636,1637250895,11/18/21 15:54,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0xb6d9d7ee5118f4452ec13878c4273bace892706c,999.84456,0x3070b98d
0xef3843f4df9d584f0be569e723e61a005c0a5d6bcace59db19805136345037f3,12754638,1637250902,11/18/21 15:55,0xfe4de84afe5411a82dd997ec2032165442001e7c,0x144dccb6af9b6f6a61d107fcb18be2dafac13517,958.5576,Transfer
0x2655de3dab6206a994433329d65589471643e7bbdf89d30dc310b6ae4fcb05ba,12754638,1637250902,11/18/21 15:55,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0x7be41ebbdcac60ab2578708db94f50e29017ee6f,999.84456,0x3070b98d
0x5a8a053235e0369ea1e1cc6ea41e7328cae55c6ce6a884d6ed7aea665e4da88c,12754639,1637250905,11/18/21 15:55,0x5cd11fae257afe4638141c27cabc2830896f97ed,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,998.712,Swap Exact Tokens For ETH
0x9dfcc8499497c915a66c04c0037eb5c16653d7898bd88554116a4ec07c360843,12754639,1637250905,11/18/21 15:55,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xb12130225a4c240fa4b703dadf8ee923ec1a0635,841.4511241,0xa56aeb38
0x5677256328f9b252cd6036295613351a07389bb26cfea1d386e6804acaa1ae5c,12754639,1637250905,11/18/21 15:55,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0xd937e8c90e6d22ca580e10f1884efef8b8b46cf8,999.84456,0x3070b98d
0xd3e1204f0419a7333cb1f8edcff15679db07ea19f197388673f8b0a7eb6a1701,12754639,1637250905,11/18/21 15:55,0x05377e8833340628434ef89aa74464a4e10ff2c9,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,499.7416,Swap Exact Tokens For ETH
0xcb3ceaa2093bd1fffa709d4e681388acd7eac9ec271ec1a8fed466c794dbbd4a,12754641,1637250911,11/18/21 15:55,0xdd9319b7aecc68988d026ac6864a48990629367f,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,847.7442218,Swap Exact Tokens For Tokens Supporting Fee On Transfer Tokens
0xcc868e67031e466519075361404bf70a19a5f40ca40a825e2eeb17fdac478593,12754641,1637250911,11/18/21 15:55,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xa8fe2b938ee89cdc2ebdf0bc136a30dd29d8ff25,977.3657101,0xa56aeb38
0xfdd07690c8278a8d3ffec7ca8199912f4c085efd43ea96447964b6072e40b1bd,12754651,1637250941,11/18/21 15:55,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x195428b57b2a210f3a7495c6cde7ee4177d66696,34.57937697,Swap Exact Tokens For Tokens Supporting Fee On Transfer Tokens
0xf81254fa109721eacc5241ebfd6de1c3d449c3ab2fc1e2e9d5adfeb20a71f02e,12754655,1637250953,11/18/21 15:55,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x0688632833ce524539cdb7b5ef60518deb5ca2b2,14.75534556,Swap Exact ETH For Tokens
0x1733dfd5dc1fc4481ed7b8ffac15d60da1b8f01c4f8b38cffda09cbdb4c9a0cf,12754656,1637250956,11/18/21 15:55,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0x8fc87c199203332c1cc43430b9fad2b1868e44d0,998.712,0x3070b98d
0x6142d4f7dbdcb40367064115fb645167021dde24dea1a9b7faa7b6e6f592a1e6,12754658,1637250962,11/18/21 15:56,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0xb75d94b05156938df46ab456e33ce4c9cdf93d73,457.6,0x3070b98d
0x07349807cff74e320eabc7cf1d6fdc41b466ab8e11c1ff80b401d7978afe8545,12754659,1637250965,11/18/21 15:56,0x72571d815dd31fbde52be0b9d7ffc8344aede616,0x31031bd329242ce765b0dcb461e8c32cce68816b,"322,581",Add Liquidity
0x0c4187891e16cf54ed09596de7f8b205ed42e21f10db9658f8912d6fb25e62c3,12754659,1637250965,11/18/21 15:56,0x31031bd329242ce765b0dcb461e8c32cce68816b,0xd2c0d0251a6e074e0ad3e6edf1c3f859e52b9b92,"10,241.56",0xa56aeb38
0xec118a588343eca223a4759040df068043f3cba631769a769f9c82c77eca511c,12754659,1637250965,11/18/21 15:56,0x31031bd329242ce765b0dcb461e8c32cce68816b,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,"3,868.49",0xa2abe54e
0x9265152d8e8cf3251948157e9eef38bb628555028c5240a5eafa0036ed03576e,12754659,1637250965,11/18/21 15:56,0xd2c0d0251a6e074e0ad3e6edf1c3f859e52b9b92,0x5b7de1ad558a67f65d2cbc2937be499a0ded2a97,"2,585.94",0xe94ce445
0x9265152d8e8cf3251948157e9eef38bb628555028c5240a5eafa0036ed03576e,12754659,1637250965,11/18/21 15:56,0x5b7de1ad558a67f65d2cbc2937be499a0ded2a97,0xb12130225a4c240fa4b703dadf8ee923ec1a0635,"2,585.94",0xe94ce445
0x5fd15f25f995bffef7fe0e84ec715ab85ed8e63d412cd1d80a0a9a08c266c9af,12754659,1637250965,11/18/21 15:56,0x1585566a447e1d4c42d0f1089aac3c5a284b6aa9,0x3b6ba58ca6cfc4191694aeabd415bb579bcf95c9,333,Transfer
0xb4e52ab69748bf42c98f27a4accf6a6d7668bd83cceec6b4d101e549b5500777,12754659,1637250965,11/18/21 15:56,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0xb75d94b05156938df46ab456e33ce4c9cdf93d73,999.84456,0x3070b98d
0x2bb1ffa4835531cc8a1a0cc3dea9aeec6aeba456d812be024b3c9d729e06547f,12754660,1637250968,11/18/21 15:56,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x5b7de1ad558a67f65d2cbc2937be499a0ded2a97,"1,605.10",0xe94ce445
0x2bb1ffa4835531cc8a1a0cc3dea9aeec6aeba456d812be024b3c9d729e06547f,12754660,1637250968,11/18/21 15:56,0x5b7de1ad558a67f65d2cbc2937be499a0ded2a97,0xa8fe2b938ee89cdc2ebdf0bc136a30dd29d8ff25,"1,605.10",0xe94ce445
0xcb0348ab37d8a656d7a7ef06ae0b59ea5e3820d1579a3f69c150b9ee02a2e680,12754661,1637250971,11/18/21 15:56,0xd2c0d0251a6e074e0ad3e6edf1c3f859e52b9b92,0x1766f21f6581ae7410dd7d481c384b2b70bcc42e,"2,873.62",0x36946015
0xeab6c28325786fbb592f2ae52f64aa9489da66d28a6cfdc5fd807e3f47700e01,12754662,1637250974,11/18/21 15:56,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xfbe051fe49233b0650e32a045b54a2f328eeb78f,579.9470437,0x3980c973
0xeab6c28325786fbb592f2ae52f64aa9489da66d28a6cfdc5fd807e3f47700e01,12754662,1637250974,11/18/21 15:56,0xfbe051fe49233b0650e32a045b54a2f328eeb78f,0xb12130225a4c240fa4b703dadf8ee923ec1a0635,579.9470437,0x3980c973
0xbe6e3064b62f562c967713f6d34b1346c7b4967d3899cdb4f4be394922bb8e22,12754662,1637250974,11/18/21 15:56,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0x4e71f000ada62d50ff33d99e1532d55ed60ab914,999.856,0x3070b98d
0x0b54ea46df28036c8433ee0fef7f7ee82b1b2eff41ca47c3e7adad9efa45272f,12754663,1637250977,11/18/21 15:56,0x31031bd329242ce765b0dcb461e8c32cce68816b,0xa8fe2b938ee89cdc2ebdf0bc136a30dd29d8ff25,"1,179.57",0x36946015
0x806b3b69aa24626bef7a6bef06c7a4ce9dfde01ea5ee00566d616d25dbb5382b,12754665,1637250983,11/18/21 15:56,0xd2c0d0251a6e074e0ad3e6edf1c3f859e52b9b92,0xb12130225a4c240fa4b703dadf8ee923ec1a0635,466.2452616,0xf98a9e41
0x9afce1425bf5d0f38b2ebbcf52d1c50bd77a6c474fd1acefe231c5c067db9b48,12754665,1637250983,11/18/21 15:56,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0x46c02c0c16cdfb2b1da16f42dab23860096cd63f,686.4,0x3070b98d
0x4910355951e96d043603470939e6753ffeeac6a6e551bc2d4d7d8f23822f894a,12754670,1637250998,11/18/21 15:56,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x3790c9b5a9b9d9aa1c69140a5f01a57c9b868e1e,883.4503143,0x7c025200
0x4910355951e96d043603470939e6753ffeeac6a6e551bc2d4d7d8f23822f894a,12754670,1637250998,11/18/21 15:56,0x3790c9b5a9b9d9aa1c69140a5f01a57c9b868e1e,0x1111111254fb6c44bac0bed2854e76f90643097d,883.4503143,0x7c025200
0x4910355951e96d043603470939e6753ffeeac6a6e551bc2d4d7d8f23822f894a,12754670,1637250998,11/18/21 15:56,0x1111111254fb6c44bac0bed2854e76f90643097d,0xb4553ad0c3d79a2d27f0e0765587444d4c87bc87,883.4503143,0x7c025200
0x8f74373a3f9eed36353323d54e5e11486696ceddb1562632e395dec68d17d34b,12754670,1637250998,11/18/21 15:56,0xb9dfd221feaf93c542693e813cac8eac03f32e05,0x7ec51cd46d9d29fbf6f16927e1743cf6e0697e41,999.856,Transfer
0x04608387ee31a10017734c796cbae8e7a8b9f17dcc49d77425d809af7a2ae0c7,12754673,1637251008,11/18/21 15:56,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0x2bcee59aeb961f05981f4d6ae7b45136b7c375ec,999.84456,0x3070b98d
0x4ae88fc351b69990d1d02fc53624c2adabdf00aee884628a03153321fc71db06,12754674,1637251011,11/18/21 15:56,0xc6380f6de223e03c0aaa86d317b876f73f76b045,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,644.6882127,Swap Exact Tokens For ETH
0x77c663162b034e89c2666ce90e91d81cf8e05dc994a50357110f8c73dd7e0f29,12754675,1637251014,11/18/21 15:56,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0x2bcee59aeb961f05981f4d6ae7b45136b7c375ec,491.92,0x3070b98d
0x4ffe443b56186be39a8f4efd2543e41ce32bbf7727569465936e3f7cb1ad2e4e,12754675,1637251014,11/18/21 15:56,0xdb9843b6c945d7ad1ba30fc64ad8e132f7bc460b,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,698.8590039,Swap Tokens For Exact Tokens
0x5ce15d1b7efb12cd42b0a172253f8c645aadb5267daa0e9397fb67cbb740c1f4,12754675,1637251014,11/18/21 15:56,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x1766f21f6581ae7410dd7d481c384b2b70bcc42e,318.9145392,0xa56aeb38
0x443854e690a9c5dc545a4b36a3ac7c5201eb2d9831355c0273adc3f40bda6b99,12754676,1637251017,11/18/21 15:56,0xb7028c69d24ed4c558561cf067211f4df11074b8,0xc590175e458b83680867afd273527ff58f74c02b,998.712,Swap
0x443854e690a9c5dc545a4b36a3ac7c5201eb2d9831355c0273adc3f40bda6b99,12754676,1637251017,11/18/21 15:56,0xc590175e458b83680867afd273527ff58f74c02b,0xdb6f1920a889355780af7570773609bd8cb1f498,998.712,Swap
0x443854e690a9c5dc545a4b36a3ac7c5201eb2d9831355c0273adc3f40bda6b99,12754676,1637251017,11/18/21 15:56,0xdb6f1920a889355780af7570773609bd8cb1f498,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,998.712,Swap
0xa7c2466ad43c74cac487e10f30793790e7a7133e77b6faa343261d10e372458c,12754678,1637251023,11/18/21 15:57,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xa8fe2b938ee89cdc2ebdf0bc136a30dd29d8ff25,696.2446422,0x36946015
0xf8bcb73f162e1eeb05278e413d83258cc0f2222a86a2e8e823a5afbf827c28ca,12754679,1637251026,11/18/21 15:57,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xb83a2f303b65e0eea1c1c3b6fc51d5da7f309300,"1,199.10",0x39f8d5fe
0x2f824d3fe99d71d2e54a9458caacb09a1c8d3e7af44c0f6aa349383738f4110e,12754679,1637251026,11/18/21 15:57,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x57478f9b3f07c3cce4197e822778530432194052,"2,206.77",Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens
0x6535dfcfa8563b80291cfa1241798385447ddc19030937f75b34d7a372f56cf3,12754682,1637251035,11/18/21 15:57,0xd2c0d0251a6e074e0ad3e6edf1c3f859e52b9b92,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,"1,616.67",0x36946015
0xd89bbbb11d4266485266e52292816764d49667a87cdb4ac673a0696b831acc2e,12754682,1637251035,11/18/21 15:57,0xc786a65a6c458ff7b3c2f4c171a1a5c8853ba943,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,"1,000",Swap Exact Tokens For ETH
0x1d256f89c896736258f4b7a724c9fb414aa6919d3111573a9fcd8c81d672614a,12754695,1637251074,11/18/21 15:57,0xb83a2f303b65e0eea1c1c3b6fc51d5da7f309300,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,"1,199.10",0xb3bdbc80
0x0d5822bcf4da43a3681d21aba6947375527acc7df0ed155512e52a995f762250,12754697,1637251080,11/18/21 15:58,0xa8fe2b938ee89cdc2ebdf0bc136a30dd29d8ff25,0xd2c0d0251a6e074e0ad3e6edf1c3f859e52b9b92,"1,418.24",Swap
0x338453a0334257dfb7ef601deeabc17a127c4ee15057dea2dad09596797fac16,12754697,1637251080,11/18/21 15:58,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xd2c0d0251a6e074e0ad3e6edf1c3f859e52b9b92,400.6733421,0x1de9c881
0x85560d01d7ba0069b9701650cb7e13114d6200cf37508991e9037afe34cf6364,12754698,1637251083,11/18/21 15:58,0xb50d8829c14e019f67cdf1f67dd6febcf7268848,0x5e230d54a69d70af1b4ea10f26b74420b7709ea4,167,Transfer
0xb6946d4288b7676cea6037c43a23f4cd4a20118e56a9bf889fdc958c2c62af33,12754701,1637251092,11/18/21 15:58,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x27ffcf5bc6da082e701587070b7cb78fad9d8742,954.9242414,Swap Exact Tokens For Tokens
0xb18d745fff7d6ac8f52cce0f46501d2cc3ba8b855cfa261ffff0aecb74ee2b1c,12754708,1637251113,11/18/21 15:58,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x3790c9b5a9b9d9aa1c69140a5f01a57c9b868e1e,185.6736653,Swap
0xb18d745fff7d6ac8f52cce0f46501d2cc3ba8b855cfa261ffff0aecb74ee2b1c,12754708,1637251113,11/18/21 15:58,0x3790c9b5a9b9d9aa1c69140a5f01a57c9b868e1e,0x1111111254fb6c44bac0bed2854e76f90643097d,185.6736653,Swap
0xb18d745fff7d6ac8f52cce0f46501d2cc3ba8b855cfa261ffff0aecb74ee2b1c,12754708,1637251113,11/18/21 15:58,0x1111111254fb6c44bac0bed2854e76f90643097d,0xc590175e458b83680867afd273527ff58f74c02b,185.6736653,Swap
0xb18d745fff7d6ac8f52cce0f46501d2cc3ba8b855cfa261ffff0aecb74ee2b1c,12754708,1637251113,11/18/21 15:58,0xc590175e458b83680867afd273527ff58f74c02b,0x27b6ef277bc62707397b2217d8cc3bfdfc31f3df,185.6736653,Swap
0x68d9dc3110f7738cde47dc7297a76dff6aa91c626a11fd9cc3b61d5b049a24e5,12754708,1637251113,11/18/21 15:58,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0x1c9e911b129b1d60488e99a1fae19de8a8f8ac7a,999.84456,0x3070b98d
0x6d4e39743903344732faae792aefccfcaed5fd0fb695ef9627a1ed52005f02d6,12754709,1637251116,11/18/21 15:58,0xfbe21b2c323219a79b5fee7dd4d6f5ca8a92bae8,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,"1,395.83",Swap Tokens For Exact Tokens
0x68139661e51c071efd1342d889dd4fecd41bae5fa68959c042129ca8a873eb79,12754712,1637251125,11/18/21 15:58,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xd2c0d0251a6e074e0ad3e6edf1c3f859e52b9b92,532.5592731,0x36946015
0x4428a30fe8c4844c06bcea9e69ffdfd7e2f77110ebcf888330b703cd1b9d6380,12754713,1637251128,11/18/21 15:58,0x33c36dd8ee2fc8b8c106e700f093c7b971eb8a70,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,"1,200",Swap Exact Tokens For ETH
0xeaa5ab787cb4ab0591d2bc8f1340f06349435d9b93aaba2fd8e016928b418b55,12754713,1637251128,11/18/21 15:58,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xd2c0d0251a6e074e0ad3e6edf1c3f859e52b9b92,554.3591669,0xa56aeb38
0xedd641ae271489ee00fd9d91c58891cf9f59d8f6c5888d1ddc5c28e15f73b99e,12754714,1637251131,11/18/21 15:58,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0xa8fe2b938ee89cdc2ebdf0bc136a30dd29d8ff25,720.5694526,Swap
0x2d583df3a6e8e583e2fe7442a22d153940aad7d1eccd499bbb05f21f0c53010f,12754714,1637251131,11/18/21 15:58,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0xeb1563e77629a757aefc4f4e2d4aa105a9d87f28,999.7416,0x3070b98d
0x9499c0c08dfa4588b1c82af398b0e2122cbae57930b8844796b4b6a3e26b9d45,12754714,1637251131,11/18/21 15:58,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0x7f151130aa935b510436d15f83edce0e3f7716d2,999.84456,0x3070b98d
0x839bbe0e0791b0e1f3aaf5ab73101c5eda8abf5d9941672c5daa071fa45d5eaa,12754715,1637251134,11/18/21 15:58,0x29d8bcf236447ae73aca42883547fd3491f5d1e1,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,499.855,Swap Exact Tokens For ETH
0xf2911a8c59757eef898b58a73566f901d0d7b0d1d00fe4805e337d673efea3e2,12754718,1637251143,11/18/21 15:59,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x34caf9d7227f5aec6d7d77b6fd1def5de714c313,348.000944,Swap Exact Tokens For Tokens
0x14a6be4ae0d89631356647e48f08c1a5b0b7ab256fd5e36e83e3c7e7269726e2,12754719,1637251146,11/18/21 15:59,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0xd51803c8dfb0244c51d9c8b031cf19cd038b9821,999.854856,0x3070b98d
0xb00101aa8718b76f735426de7434259e17b6ca004ae85ccb2ac16ef4461781ab,12754721,1637251153,11/18/21 15:59,0xee62650fa45ac0deb1b24ec19f983a8f85b727ab,0xe4b3ca4917e847b6c7e410c356a023b87457b25f,999.84456,0x3070b98d
0xae242acfe868e72d0de2c3416fc24c391c81a60c29455117ff4b252648ae8b1a,12754723,1637251159,11/18/21 15:59,0x64a8416a3a16aa1a5aa11c9a5a2c995d949f2061,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,999.856,Swap Exact Tokens For ETH
0xc36089d2a94fdc1ea7dea1e3b5dfdd3ae9b10fa64a17cf13b19bfbe42b72dd2b,12754723,1637251159,11/18/21 15:59,0xd6d206f59cc5a3bfa4cc10bc8ba140ac37ad1c89,0x1766f21f6581ae7410dd7d481c384b2b70bcc42e,610.4207602,0xa56aeb38
